ticker,symbol,yearReport,lengthReport,risk_score,risk_label,risk_reasoning,high_risk_count,medium_risk_count,composite_rules_count,high_risk_indicators,medium_risk_indicators,composite_rules_activated,risk_types_detected,high_risk_details,composite_risk_details
REE,REE,2022,2,0.7167,High,"Các chỉ số có rủi ro cao: B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C1 (Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.) | Phát hiện 2 vấn đề phức hợp: asset_utilization_risk - Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản.; working_capital_inefficiency - Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.",6,2,2,"B3, C1, C2, C3, D2, D3","A1, A3","R7, R12","asset_utilization_risk, working_capital_inefficiency","B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C1: Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | C3: Fixed asset turnover thấp cho thấy tài sản cố định chưa được tận dụng hiệu quả. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.",R7 (asset_utilization_risk): Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản. | R12 (working_capital_inefficiency): Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.
REE,REE,2022,1,0.7167,High,"Các chỉ số có rủi ro cao: B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C1 (Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.) | Phát hiện 2 vấn đề phức hợp: asset_utilization_risk - Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản.; working_capital_inefficiency - Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.",6,2,2,"B3, C1, C2, C3, D2, D3","A1, A3","R7, R12","asset_utilization_risk, working_capital_inefficiency","B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C1: Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | C3: Fixed asset turnover thấp cho thấy tài sản cố định chưa được tận dụng hiệu quả. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.",R7 (asset_utilization_risk): Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản. | R12 (working_capital_inefficiency): Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.
REE,REE,2021,4,0.7583,High,"Các chỉ số có rủi ro cao: B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C1 (Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.) | Phát hiện 2 vấn đề phức hợp: asset_utilization_risk - Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản.; working_capital_inefficiency - Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.",6,3,2,"B3, C1, C2, C3, D2, D3","A1, A2, A3","R7, R12","asset_utilization_risk, working_capital_inefficiency","B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C1: Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | C3: Fixed asset turnover thấp cho thấy tài sản cố định chưa được tận dụng hiệu quả. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.",R7 (asset_utilization_risk): Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản. | R12 (working_capital_inefficiency): Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.
REE,REE,2021,3,0.675,High,"Các chỉ số có rủi ro cao: B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C1 (Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.) | Phát hiện 2 vấn đề phức hợp: asset_utilization_risk - Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản.; working_capital_inefficiency - Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.",6,1,2,"B3, C1, C2, C3, D2, D3",A1,"R7, R12","asset_utilization_risk, working_capital_inefficiency","B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C1: Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | C3: Fixed asset turnover thấp cho thấy tài sản cố định chưa được tận dụng hiệu quả. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.",R7 (asset_utilization_risk): Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản. | R12 (working_capital_inefficiency): Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.
REE,REE,2021,2,0.7583,High,"Các chỉ số có rủi ro cao: B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C1 (Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.) | Phát hiện 2 vấn đề phức hợp: asset_utilization_risk - Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản.; working_capital_inefficiency - Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.",6,3,2,"B3, C1, C2, C3, D2, D3","A1, A2, A3","R7, R12","asset_utilization_risk, working_capital_inefficiency","B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C1: Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | C3: Fixed asset turnover thấp cho thấy tài sản cố định chưa được tận dụng hiệu quả. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.",R7 (asset_utilization_risk): Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản. | R12 (working_capital_inefficiency): Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.
REE,REE,2021,1,0.7167,High,"Các chỉ số có rủi ro cao: B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C1 (Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.) | Phát hiện 2 vấn đề phức hợp: asset_utilization_risk - Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản.; working_capital_inefficiency - Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.",6,2,2,"B3, C1, C2, C3, D2, D3","A1, A3","R7, R12","asset_utilization_risk, working_capital_inefficiency","B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C1: Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | C3: Fixed asset turnover thấp cho thấy tài sản cố định chưa được tận dụng hiệu quả. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.",R7 (asset_utilization_risk): Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản. | R12 (working_capital_inefficiency): Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.
REE,REE,2020,4,0.825,High,"Các chỉ số có rủi ro cao: A3 (Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn.), B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C1 (Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng.) | Phát hiện 3 vấn đề phức hợp: working_capital_risk - Khoản phải thu cao kết hợp với tiền mặt thấp cho thấy doanh nghiệp gặp vấn đề về vốn lưu động.; asset_utilization_risk - Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản.",7,1,3,"A3, B3, C1, C2, C3, D2, D3",A1,"R6, R7, R12","asset_utilization_risk, working_capital_risk, working_capital_inefficiency","A3: Cash ratio thấp cho thấy doanh nghiệp thiếu tiền mặt để thanh toán nợ ngắn hạn. | B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C1: Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | C3: Fixed asset turnover thấp cho thấy tài sản cố định chưa được tận dụng hiệu quả. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.",R6 (working_capital_risk): Khoản phải thu cao kết hợp với tiền mặt thấp cho thấy doanh nghiệp gặp vấn đề về vốn lưu động. | R7 (asset_utilization_risk): Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản. | R12 (working_capital_inefficiency): Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.
REE,REE,2020,3,0.7167,High,"Các chỉ số có rủi ro cao: B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C1 (Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.) | Phát hiện 2 vấn đề phức hợp: asset_utilization_risk - Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản.; working_capital_inefficiency - Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.",6,2,2,"B3, C1, C2, C3, D2, D3","A1, A3","R7, R12","asset_utilization_risk, working_capital_inefficiency","B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C1: Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | C3: Fixed asset turnover thấp cho thấy tài sản cố định chưa được tận dụng hiệu quả. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.",R7 (asset_utilization_risk): Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản. | R12 (working_capital_inefficiency): Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.
REE,REE,2020,2,0.7583,High,"Các chỉ số có rủi ro cao: B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C1 (Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.) | Phát hiện 2 vấn đề phức hợp: asset_utilization_risk - Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản.; working_capital_inefficiency - Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.",6,3,2,"B3, C1, C2, C3, D2, D3","A1, A2, A3","R7, R12","asset_utilization_risk, working_capital_inefficiency","B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C1: Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | C3: Fixed asset turnover thấp cho thấy tài sản cố định chưa được tận dụng hiệu quả. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.",R7 (asset_utilization_risk): Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản. | R12 (working_capital_inefficiency): Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.
REE,REE,2020,1,0.7583,High,"Các chỉ số có rủi ro cao: B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C1 (Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.) | Phát hiện 2 vấn đề phức hợp: asset_utilization_risk - Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản.; working_capital_inefficiency - Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.",6,3,2,"B3, C1, C2, C3, D2, D3","A1, A2, A3","R7, R12","asset_utilization_risk, working_capital_inefficiency","B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C1: Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | C3: Fixed asset turnover thấp cho thấy tài sản cố định chưa được tận dụng hiệu quả. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.",R7 (asset_utilization_risk): Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản. | R12 (working_capital_inefficiency): Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.
REE,REE,2019,4,0.7167,High,"Các chỉ số có rủi ro cao: B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C1 (Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.) | Phát hiện 2 vấn đề phức hợp: asset_utilization_risk - Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản.; working_capital_inefficiency - Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.",6,2,2,"B3, C1, C2, C3, D2, D3","A1, A3","R7, R12","asset_utilization_risk, working_capital_inefficiency","B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C1: Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | C3: Fixed asset turnover thấp cho thấy tài sản cố định chưa được tận dụng hiệu quả. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.",R7 (asset_utilization_risk): Tài sản cố định không được tận dụng hiệu quả kết hợp với khả năng sinh lợi thấp cho thấy doanh nghiệp cần tối ưu hóa sử dụng tài sản. | R12 (working_capital_inefficiency): Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.
REE,REE,2019,3,0.55,Medium,"Các chỉ số có rủi ro cao: B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C1 (Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.) | Phát hiện 2 vấn đề phức hợp: profitability_concern - Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.; working_capital_inefficiency - Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.",5,0,2,"B3, C1, C2, D2, D3",,"R10, R12","profitability_concern, working_capital_inefficiency","B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C1: Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.",R10 (profitability_concern): Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh. | R12 (working_capital_inefficiency): Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.
REE,REE,2019,2,0.55,Medium,"Các chỉ số có rủi ro cao: B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C1 (Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.) | Phát hiện 2 vấn đề phức hợp: profitability_concern - Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.; working_capital_inefficiency - Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.",5,0,2,"B3, C1, C2, D2, D3",,"R10, R12","profitability_concern, working_capital_inefficiency","B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C1: Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.",R10 (profitability_concern): Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh. | R12 (working_capital_inefficiency): Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.
REE,REE,2019,1,0.5917,Medium,"Các chỉ số có rủi ro cao: B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C1 (Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.) | Phát hiện 2 vấn đề phức hợp: profitability_concern - Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.; working_capital_inefficiency - Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.",5,1,2,"B3, C1, C2, D2, D3",A3,"R10, R12","profitability_concern, working_capital_inefficiency","B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C1: Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.",R10 (profitability_concern): Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh. | R12 (working_capital_inefficiency): Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.
REE,REE,2018,4,0.525,Medium,"Các chỉ số có rủi ro cao: B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C1 (Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.) | Phát hiện 1 vấn đề phức hợp: working_capital_inefficiency - Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.",5,1,1,"B3, C1, C2, D2, D3",A1,R12,working_capital_inefficiency,"B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C1: Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.",R12 (working_capital_inefficiency): Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.
REE,REE,2018,3,0.5917,Medium,"Các chỉ số có rủi ro cao: B3 (Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay.), C1 (Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng.), C2 (Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ.) | Phát hiện 2 vấn đề phức hợp: profitability_concern - Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh.; working_capital_inefficiency - Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.",5,1,2,"B3, C1, C2, D2, D3",A3,"R10, R12","profitability_concern, working_capital_inefficiency","B3: Interest coverage ratio thấp cho thấy doanh nghiệp gặp khó khăn trong việc trả lãi vay. | C1: Inventory turnover thấp cho thấy hàng tồn kho quay vòng chậm, có nguy cơ ứ đọng. | C2: Receivable ratio cao cho thấy doanh nghiệp gặp khó khăn trong thu hồi công nợ. | D2: Basic earning power thấp cho thấy doanh nghiệp không tạo ra lợi nhuận hiệu quả từ tài sản. | D3: ROA thấp cho thấy doanh nghiệp có hiệu quả sinh lợi kém.",R10 (profitability_concern): Mặc dù có thanh khoản tốt nhưng khả năng sinh lợi kém cho thấy doanh nghiệp cần cải thiện hiệu quả kinh doanh. | R12 (working_capital_inefficiency): Hàng tồn kho quay vòng chậm kết hợp với khoản phải thu cao cho thấy doanh nghiệp quản lý vốn lưu động kém hiệu quả.
